Predicate,Count
P-commissioned_from,1
P-required_enlistment_from,1
P-Connected_via_personnel_to,1
P-Created_from,1
P-Co-produced_by,1
P-Conducted_post-mortem_examinations_on,1
P-Plans_to_expand_into,1
P-national_of,1
P-research_related_to,1
P-main_character,1
P-crashed_into,1
P-Took_over_ownership_of,1
P-resulted_in_moving,1
P-attended_funeral_of,1
P-interested_in_adapting,1
P-has_rights,1
P-name_featured_in,1
P-controlledBy,1
P-co-owner_of,1
P-was_the_ruler_of,1
P-had_trials_conducted_in,1
P-hasRootsIn,1
P-recordedAt,1
P-Not_located_in,1
P-Not_has_company,1
P-has_no_relation_with,1
P-Prize_amount_in,1
P-Pastor_of,1
P-Married_with,1
P-Ceremony_location,1
P-to,1
P-handles_sponsorship,1
P-Duplicated,1
P-was_the_then-Director_of,1
P-Supplied_for,1
P-received_MD,1
P-Station,1
P-household_member,1
P-prominent_figure,1
P-Lost_in,1
P-Attempted_to_rebuild_after,1
P-Became_a_blockbuster_in,1
P-create,1
P-collaborate_on,1
P-features_a_foreword_by,1
P-Joined_as_Assistant_Coach,1
P-connections_to,1
P-Performed_songs_from,1
P-Excited_to_watch,1
P-Received_acclaim_from,1
P-died_during_rehearsal_of,1
P-reputation_as,1
P-Encouraged_members_to_join,1
P-made_home,1
P-merges_with,1
P-Featured_in_exhibition_at,1
P-Agent_for,1
P-is_a_magazine_of,1
P-provides_updates_on,1
P-discusses_events_related_to,1
P-includes_materials_about,1
P-Lifelong_friend,1
P-Attended_school_with,1
P-Worked_with_in_politics,1
P-has_work,1
P-stage_name_of,1
P-dubbed_in,1
P-held_rank,1
P-commander-in-chief_of,1
P-authority_extended_to,1
P-Previously_with,1
P-Is_type_of,1
P-hasAward,1
P-Highlighting,1
P-Has_TV_towers_in,1
P-Viewed_as,1
P-Defense_against,1
P-Obtained_financial_support_from,1
P-Maintained_ties_through_family,1
P-Shaped_perspectives_and_contributions,1
P-removed_as,1
P-Modify,1
P-Handled,1
P-ruled_as,1
P-Maintained_horse_farm,1
P-Estate_based_in,1
P-Assassination_Attempt_Against,1
P-Supported_By,1
P-played_as_Mr.,1
P-entertained,1
P-professionally_involved_in,1
P-hosts_source_code_under,1
P-speech_location,1
P-reprinted_in,1
P-are_type_of,1
P-Provides_funding_for,1
P-set_a_record_for_opening_weekend_in,1
P-Included_filming_locations_in,1
P-granted_land_to,1
P-Expanding_in,1
P-Biographer_of,1
P-programming_moved_to,1
P-early_life_tied_to,1
P-Passed_law_in,1
P-Composed_with,1
P-documents,1
P-scholar_of,1
P-Ended_with,1
P-simulcasted,1
P-Did_not_compete_in,1
P-Annexed_by,1
P-Desired_Burial_Place,1
P-Role_at,1
P-Headquarters_location_(state),1
P-Decided_against_using,1
P-Biographical_focus_on,1
P-key_player,1
P-contributed_significantly,1
P-helped_win,1
P-sealed_victory,1
P-Collaboration_Attempt,1
P-Considered_Casting,1
P-Financial_Dispute,1
P-Grossed_in,1
P-Defending_champion,1
P-Location_outside,1
P-Created_to_celebrate,1
P-expressed_sentiment_against,1
P-Alleged,1
P-Facilitated_extramarital_encounters_for,1
P-Misled,1
P-Indirectly_contributed_to,1
P-Featured_in_remix_by,1
P-Death_influenced,1
P-Hired_by,1
P-New_coach_of,1
P-Let_go_by,1
P-Is_a_track_by,1
P-Popular_programme,1
P-shot_in,1
P-also_shot_in,1
P-Researches,1
P-Prominent_under,1
P-Sought_assistance_from,1
P-Headline_act,1
P-Staged_tour_at,1
P-delivered,1
P-warned_about,1
P-used_to_protect,1
P-Film_debut,1
P-explicitly_references,1
P-Song_producer,1
P-is_listed_on,1
P-gave_speeches_at,1
P-Owned_and_operated,1
P-Featured_programming_produced_by,1
P-Launched_FAST_channel_on,1
P-SupportsAlgorithm,1
P-ImplementedIn,1
P-supervision,1
P-apprenticeship,1
P-Has_city,1
P-is_a_Special_Administrative_Region_of,1
P-Secretary_of,1
P-repurposed_scenes_from,1
P-Continues_narrative_of,1
P-Fosters,1
P-Wrote_lyrics_for,1
P-migrated_from,1
P-during_Mughal_times,1
P-settled_near,1
P-is_general_manager_of,1
P-works_as_pro_scout_for,1
P-Vice_president_under,1
P-Led_delegation_from,1
P-Promoted_plan_for,1
P-A_locality_in,1
P-Previously_played_for,1
P-starred_in_film,1
P-Color_Commentator,1
P-is_connected_through_brother,1
P-was_suspected_in,1
P-Impacted_trade_patterns_in,1
P-acquired_stations_from,1
P-purchased_interest_in,1
P-Authored_works_in,1
P-Attended_high_school,1
P-Has_monument_in,1
P-Previously_worked_with,1
P-influence_extended_over,1
P-highlighted_lingering_impact_of,1
P-jointly_awarded_with,1
P-executive_chairman_of,1
P-spin-off_from,1
P-Pregnancy_revealed_on,1
P-Senior_basketball_advisor_for,1
P-Delivers_natural_gas_from,1
P-Delivers_natural_gas_to,1
P-Pioneered,1
P-lost_during,1
P-detained_in,1
P-retired,1
P-currently_hosted_on,1
P-has_printing_house_in,1
P-maintains_presence_in,1
P-Private_student_of,1
P-Contributed_to_success,1
P-directly_involved_with,1
P-Launched_with,1
P-Pupil_of,1
P-Produced_with,1
P-Suitor,1
P-Defending_champion_of,1
P-Secured_championship_via,1
P-Led_team_to,1
P-First_championship_of,1
P-title_adopted_from,1
P-Incident_location,1
P-revitalizes,1
P-Implies_collaboration_with,1
P-expands_on,1
P-wrote_under_pseudonym,1
P-has_memorial_in,1
P-Concert_residency,1
P-Has_rights_agreement_with,1
P-Involved_in_broadcasting,1
P-has_cousin,1
P-mother's_family,1
P-had_roots_in,1
P-Military_action_location,1
P-Leadership_of,1
P-Connected_through_actions_to,1
P-was_present_at,1
P-wife_was,1
P-Main_character,1
P-Prominent_location,1
P-Significant_work,1
P-leading_to,1
P-continued_by,1
P-is_a_central_figure_in,1
P-last_performed_live_at,1
P-center_of_power_for,1
P-Covers_area,1
P-headlined_by,1
P-Resulted_in_the_fall_of,1
P-Manager,1
P-Health_challenge,1
P-Seeking,1
P-Denied,1
P-Purchased_assets,1
P-Stepfather,1
P-shared_regional_significance_with,1
P-Accused_of_orchestrating_robbery_at,1
P-Mentions_in_song,1
P-isDebutNovel,1
P-dismissesAsHackwork,1
P-regardsAsTrueNovel,1
P-Withdrew_recognition,1
P-Contested_in,1
P-Details_life_of,1
P-attended_event_in,1
P-Co-wrote_and_produced,1
P-produced_songs_for,1
P-Severed_diplomatic_ties_with,1
P-Work_located_at,1
P-body_was_taken_to,1
P-program_at,1
P-is_destroyed_in,1
P-Follows_regime,1
P-highlights_a_direct_connection_to,1
P-release_coincided_with,1
P-Television_debut,1
P-Popular_on,1
P-ownedBy,1
P-home_games_held_at,1
P-Performer_of,1
P-shared_business_interests_with,1
P-contractually_related_to,1
P-was_a_nominee_for,1
P-originally_located_in,1
P-considered_fate_of,1
P-was_named_to,1
P-Conducted_military_operations_against,1
P-heart_of,1
P-possible_travels_via_rail,1
P-Position_under,1
P-Previously_married_to,1
P-Opponent_in_World_Series,1
P-is_authored_by,1
P-DesignedBy,1
P-Holding,1
P-president_of_the_United_States,1
P-threat,1
P-academic_context,1
P-ideology,1
P-capital_of,1
P-Shares_thematic_connections_with,1
P-Depict,1
P-Work_connected_to,1
P-Proponent_of,1
P-dissolved_by,1
P-Has_political_influence_on,1
P-Fluent_in,1
P-Predecessor_was,1
P-began_music_career_in,1
P-First_sequel,1
P-Running_for,1
P-Erected,1
P-Disputed_claim_of,1
P-Believed_in,1
P-removed,1
P-written_for,1
P-part_of_roster,1
P-Thesis_Advisor,1
P-related_to_cultural_product,1
P-Engine_design_based_on,1
P-Power_output,1
P-Finance_obtained_from,1
P-mentioned_introducing,1
P-Delegate_to,1
P-Political_base,1
P-planned_a_tournament_for,1
P-initially_considered,1
P-was_a_teacher_at,1
P-was_a_student_of,1
P-led_to_collaboration_with,1
P-is_titled,1
P-Licence_from,1
P-Played_father_of,1
P-co-directed_with,1
P-re-released_in,1
P-connected_by,1
P-started_against,1
P-Elects_members,1
P-established_control_over,1
P-highlighted_for_innovative_ideas,1
P-not_awarded,1
P-co-written_with,1
P-reached_number_one_in,1
P-holds_a_stake_in,1
P-appointed_as_head_coach,1
P-Mentioned_in_the_context_of,1
P-mandate_renewed_every_three_years,1
P-another_name_for,1
P-B_-_side,1
P-struggled_to_secure_a_majority_in,1
P-Diverged_from,1
P-Maintains_compatibility_with,1
P-Plans_to_transition_away_from,1
P-Voice_role,1
P-Governance_over,1
P-are_based_in,1
P-Explained_in,1
P-releasedAlbumUnder,1
P-soloDebutAlbum,1
P-are_associated_with,1
P-is_the_copyright_holder_of,1
P-indirect_connection_through,1
P-revenge_plan_tied_to,1
P-Nominate,1
P-Negotiated_with,1
P-Competed,1
P-is_the_same_as,1
P-Notable_individual,1
P-Sold_stake_to,1
P-Led_to_win,1
P-Reissued_by,1
P-Erected_after_death_of,1
P-Date_of_erection,1
P-Contains_statue_of,1
P-Restoration_funded_by,1
P-purchased_for,1
P-Homage_to,1
P-Moved_headquarters_to,1
P-For_platform,1
P-traineeAt,1
P-contractTerminated,1
P-operates_alongside,1
P-contributed_a_song_to,1
P-Met_on_sets_of,1
P-Leader_under,1
P-Established_and_Commanded,1
P-Presence_was_strong_in,1
P-Fought_under,1
P-Chart_position,1
P-Substituted_driver_with,1
P-Offers_service_via,1
P-faced_threat_from,1
P-imprisoned_by,1
P-was_base_for,1
P-has_debut_album,1
P-Deputy_Speaker_of_the_Lok_Sabha,1
P-Previous_location,1
P-Educator_at,1
P-Advances,1
P-is_indirectly_connected_to,1
P-Earlier_work_at,1
P-is_the_state_capital_of,1
P-has_shareholding,1
P-scholarship_connects_to,1
P-analyzes_in_article,1
P-Provides_programming_through,1
P-Demonstrates,1
P-Won_doubles_title_at,1
P-Won_mixed_doubles_success_at,1
Owner_of,1
P-LocatedOn,1
P-Indirectly_connected_through_intellectual_contributions,1
P-Has_influence_in,1
P-aimed_to_consolidate_power_in,1
P-led_to_restructuring_of,1
P-led_to_disbandment_of,1
P-legacy_linked_to,1
P-famous_for,1
P-Arrived_at,1
P-Did_not_contact,1
P-Did_not_visit,1
P-Became_the_seventh_president_of,1
P-was_romantically_linked_to,1
P-Granted_full_control_over,1
P-Ensured_continued_partnership,1
P-character_is,1
P-mayor_of,1
P-in_romance_with,1
P-films_made_in,1
P-Personal_assistant,1
P-contributed_as_signatory,1
P-RIVALRY,1
P-Does_not_include,1
P-comes_from,1
P-started_dating,1
P-is_a_module_for,1
P-enables_hosting_of,1
P-repository_hosted_on,1
P-Tutor,1
P-Conversion_to,1
P-Host_Venue,1
P-Hosted_Inaugural_Event,1
P-Contributed_to_Declining_Ratings_Of,1
P-facilitated_immigration_to,1
P-Portrayal_location,1
P-Featured_actor,1
P-Influenced_changes_on,1
P-requested_a_trade_from,1
P-was_sent_to,1
P-Instituted_by,1
P-Advised_by,1
P-Appears_at,1
P-Plantation_located_at,1
P-frontman_of,1
P-isConnectedTo,1
P-HonoredIn,1
P-ReflectsLegacyOf,1
P-involved_in_defending,1
P-rejoined,1
P-debut_with,1
P-family_from,1
P-played_a_role_in,1
P-Sought_to_merge_with,1
P-escorting,1
P-hasPlayer,1
P-Is_second-largest_shareholder_of,1
P-revolves_around,1
P-played_role_of_Laura,1
P-played_Jack_Slater,1
P-Faced_suspension_issues_with,1
P-Most_Valuable_Player,1
P-expanded_with_permission_from,1
P-included_references_of,1
P-Demolished,1
P-joined_alongside,1
P-was_friends_with,1
P-discussed_relationship_with,1
P-later_rebranded_as,1
P-daily_trains_run_to,1
P-integrated,1
P-open-sourced,1
P-researched_genera,1
P-composed_with,1
P-jazz_singer,1
P-influenced_the_creation_of,1
P-are_involved_with,1
P-is_a_publishing_house_of,1
P-released_during,1
P-Contesting_with,1
P-Employed_as_postmaster_in,1
P-was_pursuing_law_at,1
P-Defended_territories,1
P-Decorated,1
P-Loyalty_to,1
P-Roots,1
P-has_regional_version,1
P-Modeled_on,1
P-Publication_accessible_at,1
P-Legal_Ties,1
P-Official_Channels,1
P-released_singles_under,1
P-professor_at,1
P-fired,1
P-secured_playoff_spot,1
P-Serving,1
P-Productions_in,1
P-Contributed_an_essay,1
P-Played_a_key_role_in,1
P-Provided_an_introduction,1
P-Explores_similar_themes_as,1
P-Provides_subtitles_in,1
P-Primary_tie_to,1
P-responded_to_criticism_from,1
P-Is_listed_in_the_cast_of,1
P-Won_bronze_medal_at,1
P-Influence_ties_to,1
P-Personal_connection,1
P-associated_via_work,1
P-Pardoned,1
P-based_near,1
P-have,1
P-Place_of_training,1
P-played_the,1
P-duets_with,1
P-launched_during,1
P-joined_forces_with,1
P-Passed_away_near,1
P-Scattered_near,1
P-Offered_loans,1
P-Sang_duet_with,1
P-Manipulated,1
P-Exploring,1
P-helped_publish,1
P-has_legacy,1
P-maintained,1
P-Companion_of,1
P-was_assistant_coach,1
P-was_head_coach,1
P-played_in_training_camp,1
P-Featued_in_film,1
P-Hosts_event_in,1
P-Resulted_in_victory,1
P-Attributed_victory_to,1
P-Also_recorded_at,1
P-Worked_as_professor_at,1
P-plotted_by,1
P-rebranded,1
P-Enhanced_through_partnership_with,1
P-tried_by,1
P-Produces_for,1
P-called_for,1
P-expert_in,1
P-described_as_capturing,1
P-subsequently_sold_to,1
P-assumed_function_of,1
P-relaunched_by,1
P-also_composed,1
P-role_in_establishing,1
P-passed_in,1
P-location_linked_to,1
P-Destroyed,1
P-Imposed_restrictions_on,1
P-directed_against,1
P-convicted_by,1
P-buried_near,1
P-Oversaw_Construction_of,1
P-Appropriated_funds_for,1
P-Utilized_troops_to_construct,1
P-Specializes_in_distributing,1
P-Uses_model,1
P-Exclusively_licensed_to,1
P-status_as,1
P-Created_by_collaboration_with,1
P-Former_member_of,1
P-Solo_debut_album_of,1
P-Intended_for,1
P-Cancelled_in_favor_of,1
P-features_character,1
P-Has_pub,1
P-set_on_planet,1
P-Pen_name,1
P-Younger_brother_of,1
P-sequel,1
P-CEO_Of,1
P-Oversaw_Merger_With,1
P-Merged_With,1
P-Resulting_Entity,1
P-bought,1
P-President_was,1
P-Political_landscape_figure,1
P-Action_by,1
P-Raided_home_in,1
P-Is_a_character_in,1
P-Satirizes,1
P-First_novel,1
P-surpassed,1
P-Associated_artists,1
P-is_the_daughter_of,1
P-Features_scene_location,1
P-Studio_located_in,1
P-previously_played_for,1
P-scrutinized_by,1
P-gave_a_speech_at,1
P-Not_mentioned,1
P-sampled,1
P-label_of,1
P-Historically_part_of,1
P-Political_activity_location,1
P-Endorses,1
P-Reprised_in,1
P-recognized_in,1
P-Canceled_due_to,1
P-charged_by,1
P-historically_based_in,1
P-Drowned_at,1
P-Works_part_of,1
P-Viscount,1
P-Debut_song,1
P-security_breach_caused_by,1
P-sells,1
P-grandfather,1
P-had_same_regular_season_record_as,1
P-lost_in,1
P-Served_as_governor_of,1
P-scored_points_in,1
P-contributed_to_victory_against,1
P-Criticism,1
P-captured_by,1
P-Resulted_in_decline_of,1
P-written_before,1
P-Developed_theory_of,1
P-Division_placement,1
P-Result_of_World_Series,1
P-Involved_in_developing,1
P-Served_time_at,1
P-Originally_hosted_on,1
P-Seat_of_Iraqi_governance,1
P-center_for_government_and_military_operations,1
P-providing_covert_support,1
P-supplied_advanced_equipment,1
P-supplied_weaponry,1
P-supplied_equipment,1
P-made_weaponry,1
P-Competes_for,1
P-Appointed_as_director_of,1
P-Headquarters_location_of,1
P-No_clear_information_connecting_directly_to,1
P-traded_for,1
P-Was_governor_of,1
P-Had_a_professional_relationship_with,1
P-Political_career_began_in,1
P-Is_a_player_for,1
P-formulates,1
P-Professional_Career_Location,1
P-Editor-in-chief_of,1
P-Tag_team_partner,1
P-Wrestled_against,1
P-Class_type,1
P-Construction_location,1
P-Scheduled_in_state,1
P-Historical_significance_tied_to,1
P-Lived_and_worked_in,1
P-Plays_role_in,1
P-Navigates_in,1
P-used_as_a_filming_location_for,1
P-continues_to_use,1
P-Expressed_views_on,1
P-runs_along,1
P-was_held_near,1
P-prison_closed,1
P-Location_of_filming,1
P-Casted_by,1
P-co-authored_papers_with,1
P-Reprised_role_in,1
P-From_place,1
P-Corresponded_from_location,1
P-theme_for,1
P-Is_alias_of,1
P-Engineer_of,1
P-Propaganda_secretary_of,1
P-Named_in_recognition_of,1
P-Medal_features,1
P-first_recording_location,1
P-Ventures,1
P-impacted_area,1
P-Took_over_operations_from,1
P-maternal_grandfather_of,1
P-family's_roots,1
P-professional_endeavors,1
P-Contributions_remembered_at,1
P-forked_into,1
P-supplied,1
P-In_a_romantic_relationship_with,1
P-Took_place_on,1
P-Postponed_due_to,1
P-faced_a_threat_from,1
P-Minority_owner,1
P-Residency_Post_-_Widowhood,1
P-occurred_against,1
P-original_title,1
P-covers_sports_for,1
P-Leadership_role_in,1
P-hasWon,1
P-Competed_against_by,1
P-Featured_event,1
P-Fellow_at,1
P-Previously_arranged_with,1
P-has_been_with,1
P-Central_Technology,1
P-mutual_friend_with,1
P-Attempted_to_appoint,1
P-Importance,1
P-is_chairman_of,1
P-is_president_of,1
P-struggled_during,1
P-Trade_with,1
P-led_to_success,1
P-coauthored,1
P-Used_as_Finale,1
P-Ceased_civilian_operations_after,1
P-continued_operation_under,1
P-is_son_of,1
P-battle_line_formed_near,1
P-ticketing_provider_for,1
P-half-brother_of,1
P-advisor_to,1
P-resulted_in_the_capture_of,1
P-Extramarital_relationship_with,1
P-Taken_by,1
P-Processed_in,1
P-Flown_from,1
P-Declared_under,1
P-Shares_media_properties_and_meteorological_resources_with,1
P-comedic_talent_showcased_in,1
P-was_a_guest_of_honor_at,1
P-Mixing_supervised_by,1
P-handled_cinematography_for,1
P-remained_in,1
P-Sent_with,1
P-final_work,1
P-provided_for_financially,1
P-rejects,1
P-Debut_with_roles_in_TV_dramas,1
P-grounded_in,1
P-portrayalOf,1
P-Expressed_condolences_for,1
P-chronicles,1
P-involved_in_joint_venture_with,1
P-Streamed_performances_by,1
P-Groundbreaking_work,1
P-Was_present_at,1
P-Provided_abstract_for,1
P-Supported_financially,1
P-printed_at,1
P-is_President_of,1
P-Season_played_in,1
P-League_joined,1
P-annual_series_of_humorous_speeches,1
P-family_ties_to,1
P-later_resided_in,1
P-had_notable_presence_in,1
P-admitted_to_sending,1
P-Written_before,1
P-Reflects_themes_of,1
P-Attempted_to_publish,1
P-Thwarted_in,1
P-general_manager_of,1
P-current_general_manager_of,1
P-Blocked_from_appearing_on,1
P-assumed_roles_within,1
P-Co_-_captain_of,1
P-Not_released_as_single_in,1
P-Godmother,1
P-similar_playing_style_to,1
P-Final_games_location,1
P-Ended_with_a_victory_over,1
operates,1
P-headquartered_at,1
P-Nickname_for,1
P-Governance,1
P-Promoted_restoration_of,1
P-Glorified_through,1
P-Managed_national_projects,1
P-Shared_influence_in_music,1
P-Includes_contribution_from,1
P-Known_for_work_with,1
P-West_of,1
P-became_CEO_of,1
P-East_of,1
P-Seat_location,1
P-Born_on_date,1
P-Influential_in,1
P-Released_at,1
P-arrest_location,1
P-allows_response,1
P-highlighted_in,1
P-performed_on_show,1
P-highlighted_by,1
P-Studied_by,1
P-displaced,1
P-Born_in_year,1
P-Transitioned_From,1
P-Now_Uses,1
P-selected_for,1
P-injured_by,1
P-Is_nationality,1
P-Co-headlined_by,1
P-Ported_to,1
P-Historic_home,1
P-Surveyed,1
P-acquired_control_over,1
P-Official_Repository_For,1
P-central_figure_in,1
P-seat_of_power_for,1
P-repeats,1
P-consulted_with,1
P-renowned_American_fashion_designer,1
P-peaked_in,1
P-LIVED_IN,1
P-SIGNED,1
P-IMPACTED,1
P-WAS,1
P-serves_as_a_developmental_territory_for,1
